iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr__penalty,param_lr__l1_ratio,param_lr__fit_intercept,param_lr__class_weight,param_lr__C,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,40000,0.360230286916097,0.05826015332218661,0.010147809982299805,0.0012762830028453286,elasticnet,0.8,True,balanced,1.0,"{'lr__penalty': 'elasticnet', 'lr__l1_ratio': 0.8, 'lr__fit_intercept': True, 'lr__class_weight': 'balanced', 'lr__C': 1.0}",0.6798525640295348,0.6845418727521942,0.6777158519632649,0.6807034295816646,0.002850920213261546,15,0.6789056673113771,0.678902030299221,0.6881166575643943,0.6819747850583308,0.004342959952038732
0,40000,0.3685171604156494,0.020356560506580922,0.010531902313232422,0.0030195956418060245,l1,1.0,True,,30.0,"{'lr__penalty': 'l1', 'lr__l1_ratio': 1.0, 'lr__fit_intercept': True, 'lr__class_weight': None, 'lr__C': 30.0}",0.6797461540506363,0.684390428208404,0.6775563985635549,0.680564326940865,0.0028493327236855715,17,0.6787269328670471,0.6787393445021448,0.6879913087422618,0.6818191953704845,0.004364346160860357
0,40000,0.34604620933532715,0.042892966675285374,0.010048866271972656,0.0013483458030790353,l1,1.0,False,balanced,1.0,"{'lr__penalty': 'l1', 'lr__l1_ratio': 1.0, 'lr__fit_intercept': False, 'lr__class_weight': 'balanced', 'lr__C': 1.0}",0.6798779939235889,0.6845497479136011,0.6776835568888974,0.6807037662420291,0.002863281303953816,14,0.6789203262333924,0.6789111417648392,0.688085703164706,0.6819723903876459,0.004322766546340462
0,40000,0.30837591489156085,0.023990213581724602,0.009499708811442057,0.0004600597016040135,l2,0.0,True,balanced,0.01,"{'lr__penalty': 'l2', 'lr__l1_ratio': 0.0, 'lr__fit_intercept': True, 'lr__class_weight': 'balanced', 'lr__C': 0.01}",0.676931426448428,0.6827357304331798,0.6752516101449775,0.6783062556755284,0.0032063094750650286,30,0.6767339966897643,0.6765793853725282,0.6857909689460284,0.6797014503361071,0.004306402507916884
0,40000,0.2991369565327962,0.055780904616202456,0.01049963633219401,0.0011563451073406815,l2,0.2,True,balanced,0.03,"{'lr__penalty': 'l2', 'lr__l1_ratio': 0.2, 'lr__fit_intercept': True, 'lr__class_weight': 'balanced', 'lr__C': 0.03}",0.6788087290405682,0.6839406639758436,0.6768514419349698,0.679866944983794,0.002989329135784539,25,0.6781444361222024,0.6781193782588693,0.6872929016855047,0.6811855720221921,0.004318546336165451
0,40000,0.30486710866292316,0.03211569193893123,0.009399970372517904,0.0002680139685280572,l1,0.8,False,balanced,0.01,"{'lr__penalty': 'l1', 'lr__l1_ratio': 0.8, 'lr__fit_intercept': False, 'lr__class_weight': 'balanced', 'lr__C': 0.01}",0.6745823258574417,0.6815862840592835,0.6748444708076475,0.6770043602414576,0.0032416764590768687,32,0.6743936990845834,0.6755737436850757,0.6841119641814423,0.6780264689837004,0.004329978072776802
0,40000,0.30871303876241046,0.03105073629112497,0.009116331736246744,0.00035159923050712735,l2,0.2,True,,30.0,"{'lr__penalty': 'l2', 'lr__l1_ratio': 0.2, 'lr__fit_intercept': True, 'lr__class_weight': None, 'lr__C': 30.0}",0.6797472390594492,0.6843917031270844,0.6775693888872774,0.6805694436912703,0.0028452308915223505,16,0.6787223221493236,0.6787424879436743,0.6879915512564618,0.6818187871164865,0.004364811146020619
0,40000,0.3065423170725505,0.037193782882882914,0.009789307912190756,0.0019369539780197912,l2,0.2,True,balanced,0.01,"{'lr__penalty': 'l2', 'lr__l1_ratio': 0.2, 'lr__fit_intercept': True, 'lr__class_weight': 'balanced', 'lr__C': 0.01}",0.67693242103984,0.6827363058389562,0.6752623864657002,0.6783103711148321,0.003203011864517595,29,0.6767276788213538,0.6765794530947873,0.6857767170068808,0.6796946163076739,0.0043011203504027835
0,40000,0.33343299229939777,0.04653829995546472,0.010285298029581705,0.0003268755721589139,elasticnet,0.5,False,,0.3,"{'lr__penalty': 'elasticnet', 'lr__l1_ratio': 0.5, 'lr__fit_intercept': False, 'lr__class_weight': None, 'lr__C': 0.3}",0.679535549319166,0.6842985438036786,0.6773956913152073,0.6804099281460173,0.0028851050667214953,24,0.6785941362957505,0.6786145888137218,0.687851730540442,0.6816868185499715,0.0043592590703817775
0,40000,0.2988130251566569,0.03958711942538416,0.008863528569539389,0.0005169595963435205,l2,0.0,True,,0.3,"{'lr__penalty': 'l2', 'lr__l1_ratio': 0.0, 'lr__fit_intercept': True, 'lr__class_weight': None, 'lr__C': 0.3}",0.6796461976137401,0.6843321655529518,0.6774556953148715,0.6804780194938544,0.002868263872563445,21,0.6786562398981826,0.6786644634358352,0.687897582643834,0.6817394286592839,0.004354473736263711
0,40000,0.2836112181345622,0.030481039154926122,0.007593075434366862,0.0026667876896667502,l2,0.0,False,balanced,30.0,"{'lr__penalty': 'l2', 'lr__l1_ratio': 0.0, 'lr__fit_intercept': False, 'lr__class_weight': 'balanced', 'lr__C': 30.0}",0.6799066336353816,0.6845472544885711,0.6777151742072445,0.6807230207770658,0.0028482972944613156,11,0.678943453187163,0.6789121773510522,0.6881203883351684,0.6819920062911279,0.004333439311737653
0,40000,0.27538879712422687,0.033150107572918405,0.005646705627441406,0.00012459068471648284,l1,0.8,True,,0.03,"{'lr__penalty': 'l1', 'lr__l1_ratio': 0.8, 'lr__fit_intercept': True, 'lr__class_weight': None, 'lr__C': 0.03}",0.6786207173571934,0.6837632133474645,0.6769269439556318,0.6797702915534298,0.0029068637651733474,27,0.6776937963103422,0.6780546414226303,0.6870659704328379,0.6809381360552701,0.004335536715559109
0,40000,0.21837608019510904,0.019421579797343807,0.006295601526896159,0.0009103237299904527,l2,0.5,False,,1.0,"{'lr__penalty': 'l2', 'lr__l1_ratio': 0.5, 'lr__fit_intercept': False, 'lr__class_weight': None, 'lr__C': 1.0}",0.6796187107238112,0.6843365769972357,0.6774553903246623,0.6804702260152364,0.0028730345425871866,23,0.6786919941235641,0.6786692237463021,0.6879207201904718,0.6817606460201127,0.004355840137927047
1,160000,1.3223984241485596,0.034986921057695484,0.033165693283081055,0.0022212644695302915,l1,1.0,False,balanced,1.0,"{'lr__penalty': 'l1', 'lr__l1_ratio': 1.0, 'lr__fit_intercept': False, 'lr__class_weight': 'balanced', 'lr__C': 1.0}",0.6824947538266398,0.6836550184936151,0.6853369441317226,0.6838289054839924,0.0011668158799752353,6,0.682937109691484,0.6841432168706781,0.6858525323546211,0.6843109529722611,0.0011961114429723115
1,160000,1.2854022979736328,0.08475987271734185,0.030650774637858074,0.0017750717610871764,l1,0.5,True,balanced,1.0,"{'lr__penalty': 'l1', 'lr__l1_ratio': 0.5, 'lr__fit_intercept': True, 'lr__class_weight': 'balanced', 'lr__C': 1.0}",0.682488838271136,0.6836502686917891,0.6853499339066585,0.6838296802898612,0.001174906648786354,4,0.6829305931270405,0.6841354233323246,0.6858700058479428,0.6843120074357693,0.0012064889128217003
1,160000,1.2363895575205486,0.137586169880178,0.032514731089274086,0.0037643832182694343,l2,0.8,False,balanced,10.0,"{'lr__penalty': 'l2', 'lr__l1_ratio': 0.8, 'lr__fit_intercept': False, 'lr__class_weight': 'balanced', 'lr__C': 10.0}",0.6824879315535443,0.6836490018898767,0.6853523302706159,0.6838297545713455,0.001176349905848347,3,0.6829295269084295,0.6841346892811433,0.6858695605679241,0.6843112589191657,0.001206739990648065
1,160000,1.1868241628011067,0.05395159464007815,0.03295469284057617,0.006058597224308376,l2,0.0,False,balanced,30.0,"{'lr__penalty': 'l2', 'lr__l1_ratio': 0.0, 'lr__fit_intercept': False, 'lr__class_weight': 'balanced', 'lr__C': 30.0}",0.6824799024421586,0.6836682035315615,0.6853350277464078,0.6838277112400427,0.0011710443081681702,7,0.682925322895239,0.6841537492085006,0.6858464058306115,0.6843084926447837,0.0011975365066490083
1,160000,1.325376033782959,0.09859468720415114,0.02589273452758789,0.0034862460936382136,l2,0.8,True,balanced,10.0,"{'lr__penalty': 'l2', 'lr__l1_ratio': 0.8, 'lr__fit_intercept': True, 'lr__class_weight': 'balanced', 'lr__C': 10.0}",0.6824884181021584,0.6836546820434413,0.6853437026545184,0.683828934266706,0.001172159075302459,5,0.682928392948596,0.6841410044852263,0.6858594646150286,0.6843096206829502,0.0012025303447431555
1,160000,0.919039249420166,0.32282518549215417,0.018589496612548828,0.004179608178336815,l1,0.2,True,balanced,10.0,"{'lr__penalty': 'l1', 'lr__l1_ratio': 0.2, 'lr__fit_intercept': True, 'lr__class_weight': 'balanced', 'lr__C': 10.0}",0.6824684088786657,0.6836311284152303,0.6853412159416403,0.6838135844118455,0.0011798934269090806,8,0.6829152899615737,0.6841307231819704,0.6858618169279661,0.6843026100238369,0.0012090393171783132
2,640000,3.4127665360768638,0.38276944333160573,0.07365902264912923,0.006934354327993657,l1,0.5,True,balanced,1.0,"{'lr__penalty': 'l1', 'lr__l1_ratio': 0.5, 'lr__fit_intercept': True, 'lr__class_weight': 'balanced', 'lr__C': 1.0}",0.6854828656586145,0.6844327297960686,0.686437361721419,0.6854509857253674,0.0008186979649180276,1,0.6845356676737028,0.685214013982917,0.684803597545328,0.6848510930673158,0.0002789627182532108
2,640000,3.0772451559702554,0.15426123990759308,0.0847779115041097,0.005596695457392866,l2,0.8,False,balanced,10.0,"{'lr__penalty': 'l2', 'lr__l1_ratio': 0.8, 'lr__fit_intercept': False, 'lr__class_weight': 'balanced', 'lr__C': 10.0}",0.6854835497415758,0.6844341873827853,0.686423403992086,0.6854470470388158,0.0008125043651825604,2,0.6845349550403268,0.6852169700677909,0.6847897418266593,0.6848472223115923,0.00028138245507117735
