fpr,tpr
0.0,0.0
1.4893664554248578e-05,0.0005575455918520986
1.5957497736694904e-05,0.0006424510119310983
1.7021330919141233e-05,0.0007075451673249981
1.8085164101587557e-05,0.0007820732582832313
2.3404330013819194e-05,0.0016443349688632957
2.3404330013819194e-05,0.0017235800276036955
2.6595829561158175e-05,0.0020264093592187947
2.76596627436045e-05,0.0020641451014761277
3.085116229094348e-05,0.0021481071279986943
3.5106495020728787e-05,0.002192446625151061
4.148949411540675e-05,0.0022367861223034275
4.3617160480299405e-05,0.0022915029485765606
4.680866002763839e-05,0.0023367858392853605
4.893632639253104e-05,0.0023962196333406605
5.1063992757423694e-05,0.002443389311162327
6.0638491399440634e-05,0.0026018794286431263
6.489382412922594e-05,0.0026386717773440264
7.021299004145757e-05,0.002846218359759359
7.234065640635023e-05,0.0028933880375810257
7.234065640635023e-05,0.002974519883434292
8.404282141325983e-05,0.003661310392517757
8.510665459570615e-05,0.0037056498896701237
8.617048777815249e-05,0.00373866866414529
9.042582050793779e-05,0.004089611067138489
0.00013297914780579086,0.006602811501476883
0.0001382983137180225,0.006837716497028782
0.00014148981326536148,0.006885829568406882
0.00014255364644780782,0.007073564886137114
0.0001500004787249321,0.007197149442029881
0.00015106431190737844,0.0072263946422793145
0.00015319197827227108,0.007284885042778181
0.00015531964463716373,0.00739243190821158
0.00016383031009673435,0.00744337516025898
0.000165957976461627,0.007493375018749947
0.00016702180964407333,0.007541488090128047
0.00019787297193501682,0.008640541583372878
0.00021914963558394336,0.009316011369779142
0.00022340496831372867,0.00938865267362451
0.00022446880149617498,0.009445256287010508
0.00023085180059085296,0.009480161848598541
0.00024255396559776253,0.00985091551627684
0.0002446816319626552,0.009891481439203475
0.00025425613060467216,0.010010349027314073
0.00025744763015201114,0.010056575311579307
0.00025957529651690376,0.01010846195718314
0.0006127679130890843,0.020975412333738678
0.0006170232458188697,0.021020695224447477
0.0006223424117311013,0.021147109961009544
0.0006223424117311013,0.021200883393726243
0.0006297892440082256,0.021227298413306377
0.0006329807435555646,0.021271637910458743
0.000682980903130542,0.02203767347828261
0.0006872362358603272,0.02211974871769231
0.0007031937335970221,0.022390502668388674
0.0007085128995092538,0.02243767234621034
0.0007170235649688243,0.022639558567287072
0.0007180873981512707,0.022673520735318673
0.0007574492259017848,0.02361597089819557
0.0008138323845714401,0.02512445719493247
0.000829789882308135,0.025461248694579167
0.000832981381855474,0.0255357767855374
0.0008425558804974909,0.0256178520249471
0.0008468112132272763,0.0256886065416796
0.0008500027127746152,0.025741436580839865
0.0014383024626674341,0.04018573532339059
0.001441493962214773,0.04021969749142219
0.0014500046276743437,0.04031309345350909
0.0014531961272216825,0.04035743295066146
0.0014553237935865753,0.040387621544467324
0.0014627706258636996,0.04045460248697409
0.001463834459046146,0.040514979674585824
0.0014680897917759312,0.04057158328797183
0.0014840472895126262,0.04065082834671223
0.001493621788154643,0.04074233752168626
0.0014978771208844284,0.04079516756084653
0.0015202176177158012,0.04105648757597856
0.0015234091172631403,0.04111969494425959
0.0015276644499929255,0.041197053215887125
0.0015340474490876034,0.04126780773261962
0.0015372389486349425,0.04132724152667493
0.0015468134472769594,0.04148667503771216
0.0015659624445609932,0.04186591924739835
0.0015925582741221514,0.04222535219239946
0.0016021327727641684,0.04228761616712406
0.0016117072714061853,0.04234327638695362
0.0016255371027779875,0.042464030762177085
0.001896814564301801,0.04787156262765294
0.0019010698970315862,0.04791118515702314
0.0019053252297613716,0.04796684537685271
0.0019563892225187953,0.04858193797564724
0.001968091387525705,0.048771560080490335
0.0020425597102969478,0.04994608505824984
0.0020510703757565182,0.05002533011699024
0.002072347039405445,0.050277216196557936
0.002075538538952784,0.050336649990613234
0.0020829853712299082,0.05047532884340893
0.0024383056541669814,0.05666870754139375
0.002440433320531874,0.05670549989009465
0.0024510716523563373,0.056763990290593515
0.0024638376505456932,0.05692436719518718
0.002476603648735049,0.05714512128739258
0.002503199478296207,0.05753757300686885
0.0025159654764855635,0.057621535033391416
0.002524476141945134,0.05766870471121308
0.002538305973316936,0.05791210024877288
0.0025404336396818287,0.05796493028793315
0.0026329871265546594,0.05938473759036531
0.002639370125649337,0.05941964315195335
0.0026468169579264614,0.05955737861119261
0.0028095834348407494,0.06252435134617544
0.0028159664339354276,0.06260642658558513
0.0028297962653072296,0.0627101998767928
0.002925541251727399,0.06418283721838523
0.0029425625826465405,0.06433378018741456
0.002952137081288557,0.06439038380080056
0.00295426474765345,0.06443189311728363
0.002960647746748128,0.0645554776731764
0.003087243895459241,0.06649792500587262
0.0030936268945539187,0.06656301916126653
0.0030989460604661503,0.06664792458134552
0.00319469104688632,0.06809226011624496
0.0031978825464336587,0.06815735427163885
0.0031989463796161053,0.06819320322678332
0.003400010851098461,0.07098753494093885
0.0034042661838282464,0.07102244050252687
0.0034436280115787603,0.07167621223713518
0.0034532025102207774,0.07174319317964195
0.003459585509315455,0.07184885325796248
0.0035085218357079864,0.07241583278537891
0.003514904834802664,0.07245639870830554
0.0035191601675324496,0.0725233796508123
0.003582990158479229,0.07356394274355828
0.0035893731575739074,0.07362243314405714
0.0035936284903036924,0.07367620657677384
0.003607458321675495,0.0738054514940052
0.00361171365440528,0.07386960225584267
0.003619160486682404,0.07395073410169593
0.0036234158194121896,0.07399035663106614
0.0036287349853244212,0.0740346961282185
0.0036393733171488844,0.07415733729055483
0.0036457563162435626,0.0742073371490458
0.003665969146710043,0.07445450626083133
0.0036755436453520594,0.07449695897087084
0.0036808628112642914,0.07454790222291824
0.0039297997759567315,0.07818468438296873
0.00393618277505141,0.07829034446128925
0.003958523271882783,0.07844411761098789
0.003961714771430122,0.07848468353391452
0.00427767322661668,0.08249787972298192
0.004285120058893805,0.08260636998197175
0.004287247725258698,0.08265920002113201
0.004291503057988483,0.08276863367367829
0.004294694557535822,0.08279504869325842
0.004308524388907624,0.08289976537802252
0.004320226553914534,0.08301014242412522
0.004442567369895861,0.08442523275877521
0.004479801531281483,0.08488843899498398
0.004487248363558607,0.08494787278903927
0.004491503696288392,0.08501296694443318
0.00450958886038998,0.08514975901011601
0.004514908026302212,0.0851865513588169
0.004553206020870279,0.08553089000691508
0.004564908185877189,0.08560541809787331
0.004569163518606974,0.08571107817619385
0.004574482684519206,0.08575730446045908
0.004577674184066545,0.08580541753183718
0.004584057183161223,0.08583277594497374
0.004585121016343669,0.08587428526145681
0.004603206180445257,0.0859733415848823
0.004608525346357488,0.08602617162404258
0.004611716845904827,0.0860893789923236
0.004626610510459076,0.08628277467139243
0.004642568008195771,0.08651201930560574
0.004648951007290449,0.08659220775790258
0.00466597233820959,0.08668183014576374
0.00466597233820959,0.08673654697203687
0.004672355337304268,0.08686013152792964
0.004673419170486714,0.08690164084441271
0.004680866002763838,0.08694598034156507
0.004689376668223409,0.0870035273485075
0.004693632000953195,0.08704503666499057
0.004700015000047872,0.08707805543946574
0.005443634394577855,0.09485067495091995
0.005450017393672533,0.09496293878413552
0.0060340618108355665,0.1012346191473043
0.006053210808119601,0.10136103388386637
0.00608512580359299,0.1015968822729747
0.006093636469052561,0.10163744819590133
0.0061064024672419165,0.1016902782350616
0.006124487631343504,0.10189876821103336
0.00613725362953286,0.10200537168291034
0.006153211127269555,0.1021459373228189
0.006161721792729126,0.1021798994908505
0.006176615457283374,0.10224310685913153
0.006901085854529323,0.10990251914381374
0.006917043352266018,0.10997987741544128
0.006927681684090481,0.11001289618991644
0.006938320015914944,0.11007516016464104
0.00701491600505108,0.11081383731932834
0.007020235170963312,0.11086195039070644
0.00706704383099095,0.11153742017711271
0.007134065321485069,0.1121685504663666
0.007144703653309532,0.1122732671511307
0.0071989591456142945,0.11276100161980673
0.007208533644256311,0.1128166618396363
0.007297895631581803,0.1135298673682999
0.007303214797494035,0.1135751502590087
0.007309597796588713,0.1136232633303868
0.007541513430362012,0.1160741997900006
0.0075798114249300795,0.11644023648989672
0.007586194424024757,0.1164732552643719
0.007589385923572096,0.11650438725173419
0.007594705089484328,0.11655061353599942
0.007604279588126345,0.11662419823340123
0.007612790253585916,0.11668457542101296
0.007625556251775272,0.11681099015757503
0.007637258416782181,0.11686759377096102
0.007653215914518876,0.11695910294593506
0.00768087557726248,0.11716004577345536
0.007694705408634283,0.11720155508993843
0.0077042799072763,0.11729023408424316
0.007706407573641193,0.11732419625227476
0.007712790572735871,0.11740344131101516
0.007720237405012995,0.11745344116950612
0.007741514068661921,0.11764495006146208
0.0077659822318581866,0.11785155325032098
0.007769173731405525,0.11790060971525552
0.007779812063229989,0.11792891152194852
0.007790450395054453,0.11798928870956026
0.007917046543765566,0.11897985194381526
0.007943642373326723,0.11928456806254321
0.007957472204698526,0.11933456792103418
0.007962791370610758,0.11941664316044388
0.008026621361557537,0.12015626370868762
0.008033004360652215,0.12021286732207362
0.008179813339829808,0.12149871273949224
0.00820853683575586,0.12168833484433535
0.008221302833945215,0.12172890076726198
0.008230877332587231,0.12186663622650125
0.008250026329871266,0.12214493732564907
0.008429814137704696,0.12369870651309478
0.00844577163544139,0.12376851763627084
0.008448963134988729,0.12383549857877761
0.008614921111450355,0.12516285331267932
0.008636197775099282,0.12529964537836213
0.008696836266498724,0.1258053043246104
0.008712793764235418,0.12587417205423004
0.008731942761519451,0.12605058664928306
0.008768113089722626,0.12629492558039931
0.008924496567542238,0.1276166199529624
0.008933007233001807,0.12764397836609898
0.00901917772077996,0.12833171226873885
0.009031943718969315,0.1283977498176892
0.009070241713537383,0.1285732210191858
0.00917236969905223,0.12944302987821732
0.009186199530424034,0.12952133154340129
0.009192582529518711,0.12956755782766652
0.009201093194978282,0.12960718035703672
0.009405349166007977,0.1311967984996269
0.009523434649259518,0.13217415422409182
0.00953194531471909,0.13221377675346202
0.009538328313813767,0.1322618898248401
0.009571307142469603,0.13241943654876448
0.009574498642016942,0.13247509676859406
0.009585136973841406,0.1325081155430692
0.00967343512798445,0.13330245291758608
0.009684073459808915,0.13337415082787502
0.00969683945799827,0.1334892448417599
0.009706413956640287,0.1335326409453558
0.009718116121647196,0.13356471632627454
0.009726626787106767,0.13360999921698336
0.00975215878348548,0.13375905539889982
0.009763860948492388,0.1338213193736244
0.009774499280316852,0.13390528140014699
0.009784073778958869,0.13397226234265375
0.00980109510987801,0.1340807526016436
0.00986173360127745,0.1343873555074844
0.009869180433554576,0.13448452504379704
0.009895776263115733,0.13470716592311532
0.009905350761757751,0.13477697704629138
0.009946840255873156,0.13512697605572815
0.009961733920427405,0.13517508912710624
0.009967053086339637,0.13520716450802497
0.009975563751799208,0.135242070069613
0.01000428724772526,0.1353515037221593
0.010033010743651309,0.13552508813654301
0.01004152140911088,0.13556471066591322
0.010047904408205558,0.135638295363315
0.010051095907752897,0.13567886128624165
0.010144713227808173,0.13638168948578447
0.010154287726450191,0.1364250855893804
0.010196841053748044,0.1366760282753917
0.010301096705627785,0.13752791265685096
0.01031386270381714,0.13759017663157558
0.010319181869729372,0.13764395006429228
0.01032556486882405,0.1376930065292268
0.010358543697479886,0.1379392322474559
0.010379820361128812,0.13803734517732497
0.010412799189784648,0.13824300497262743
0.01041811835569688,0.13828923125689266
0.010440458852528253,0.13838451400609245
0.010453224850717608,0.13844111761947844
0.01060960832853722,0.139713755527107
0.010737268310430778,0.14078828078788455
0.01074258747634301,0.14088356353708434
0.010767055639539275,0.14106186491925024
0.010790459969553095,0.14122978897229535
0.010813864299566914,0.14137884515421184
0.010822374965026485,0.14142507143847707
0.010847906961405196,0.1415080900714432
0.01085854529322966,0.14156563707838563
0.010879821956878586,0.14171658004741497
0.011172376082051325,0.1438061967749148
0.011313865895316686,0.14473732621511448
0.011334078725783167,0.14478260910582327
0.011340461724877845,0.14482411842230636
0.011352163889884755,0.14487223149368444
0.011370249053986342,0.14500808016581085
0.011379823552628359,0.1450778912889869
0.011412802381284195,0.1452250606837905
0.011429823712203337,0.14532034343299027
0.011442589710392692,0.14535336220746545
0.011458547208129388,0.14540147527884356
0.011483015371325653,0.1455165692927284
0.011683016009625563,0.1468297731232836
0.01169259050826758,0.14687316922687954
0.011727697003288308,0.14706562151239194
0.011780888662410624,0.1475005259419077
0.01181386749106646,0.14765241230449347
0.01182876115562071,0.14769109144030723
0.011856420818364313,0.14782977029310296
0.011863867650641438,0.14787788336448104
0.01186918681655367,0.14792977001008487
0.011870250649736116,0.14796939253945507
0.011915995476581308,0.14827505205173946
0.011922378475675986,0.14831467458110967
0.011934080640682895,0.14835052353625414
0.011954293471149376,0.1484316553821074
0.011975570134798302,0.14865146608075638
0.01204259162529242,0.1491703325367947
0.012056421456664223,0.14919486076926197
0.012064932122123794,0.1492467474148658
0.012075570453948256,0.14929108691201817
0.01271812569614584,0.15354956542575823
0.014878770889694328,0.1683712215908823
0.01488409005560656,0.16843725913983262
0.015090473693001148,0.1695891426722377
0.015103239691190503,0.1696561236147445
0.015139410019393678,0.16979857604176593
0.015154303683947927,0.16984385893247472
0.015223452840806938,0.17032687643336858
0.01528941049811861,0.17071932815284485
0.015310687161767537,0.17089008238655928
0.015316006327679769,0.17093253509659878
0.015407495981370154,0.17154291072761116
0.01544898547548556,0.1717570610649215
0.01602239156082413,0.17529290011443363
0.016038349058560827,0.17537780553451263
0.016111753548149622,0.17576554028620675
0.01617664737227885,0.1760617658629268
0.016228775198218717,0.17647119866641886
0.01631175418644953,0.1770608196391897
0.016319201018726654,0.1771287439752529
0.016440478001525538,0.17797402460181716
0.016446861000620216,0.1780315716087596
0.016455371666079785,0.17806742056390407
0.01647771216291116,0.17814289204841874
0.016533031488398367,0.17850043820630696
0.016545797486587722,0.17852874001299995
0.016577712482061115,0.17870043764027083
0.016586223147520684,0.17875987143432612
0.01660218064525738,0.17883817309951008
0.016611755143899395,0.1788919465322268
0.016666010636204157,0.1792287380318735
0.016969203093201362,0.18115231749344105
0.017053245914614622,0.18167590091726155
0.017075586411445996,0.18173156113709113
0.017095799241912474,0.1818268438862909
0.0171170759055614,0.18187401356411256
0.017359629871159164,0.18329099068587543
0.017441545026207532,0.18372023475405258
0.01744792802530221,0.18376268746409208
0.017463885523038902,0.18380797035480087
0.01760643916948671,0.18473909979500058
0.017630907332682976,0.18482117503441028
0.017644737164054777,0.18489192955114278
0.017662822328156365,0.1850107971392534
0.017674524493163275,0.18505230645573645
0.017687290491352634,0.1851192873982432
0.01770005648954199,0.185164570288952
0.01771707782046113,0.1852466455283617
0.0177255884859207,0.18528532466417547
0.017740482150474947,0.18533438112911002
0.01774899281593452,0.18539287152960887
0.017759631147758984,0.18543438084609196
0.017763886480488766,0.18547400337546213
0.017771333312765893,0.18551551269194522
0.01778941847686748,0.18558343702800842
0.017828780304617993,0.18575985162306144
0.01784473780235469,0.18580513451377023
0.017851120801449367,0.18583909668180185
0.017857503800544045,0.18587117206272058
0.01787346129828074,0.18592777567610658
0.0179138869592137,0.1861155109938368
0.01792239762467327,0.1861711712136664
0.017935163622862627,0.18623154840127812
0.01794580195468709,0.18627211432420474
0.01796282328560623,0.18633249151181647
0.01801814261109344,0.1865966417076178
0.018048993773384384,0.18680418829003315
0.01806175977157374,0.186862678690532
0.018108568431601378,0.1870636215180523
0.01923516777181204,0.1932985095325202
0.019244742270454054,0.19340322621728429
0.019271338100015214,0.19349850896648405
0.023964970100968406,0.22119371360269735
0.02397560843279287,0.22122767577072894
0.023979863765522656,0.2212767322356635
0.023993693596894457,0.22133805281683164
0.02403624692419231,0.2214701279147323
0.024055395921476347,0.22151541080544113
0.024128800411065143,0.22191823985403814
0.02413199191061248,0.22196918310608554
0.024137311076524712,0.22201352260323792
0.024166034572450763,0.2221880504111781
0.024393694873494277,0.22328427372375362
0.024409652371230973,0.2233748395051712
0.02441603537032565,0.22341917900232358
0.024420290703055434,0.22345502795746805
0.02442454603578522,0.22349559388039467
0.02443305670124479,0.22355880124867572
0.024514971856293158,0.22400502640086867
0.02463624883909204,0.2246738924323799
0.024659653169105858,0.22477106196869254
0.024666036168200536,0.2247927600204905
0.024677738333207445,0.22485313720810224
0.02469688733049148,0.22490125027948035
0.024714972494593066,0.22496162746709208
0.024814972813743022,0.22546822980689676
0.024840504810121733,0.22560219169191031
0.024950079627913707,0.22611634118016646
0.025025611783867394,0.22645596286048247
0.02502986711659718,0.226505019325417
0.025938380654406346,0.2316050048914956
0.02595752965169038,0.23171255175692898
0.02596816798351484,0.23176915537031498
0.026022423475819605,0.2319559472944888
0.026033061807644066,0.23200594715297976
0.026083061967219046,0.23223613518074948
0.026106466297232865,0.2323106632717077
0.02611816846223977,0.23236349331086797
0.026346892596465735,0.2337049989481162
0.02638306292466891,0.2338549985235891
0.02640646725468273,0.23396348878257892
0.026413914086959853,0.23401631882173918
0.02642029708605453,0.2340625451060044
0.02710966098827975,0.23769744047894203
0.027113916321009537,0.23774838373098944
0.027152214315577603,0.23794838316495331
0.027244767802450432,0.23837479705246117
0.027260725300187128,0.23840875922049276
0.02737881078343867,0.23901064430949723
0.027421364110736524,0.23924932287927486
0.027479874935771073,0.23950026556528614
0.027507534598514675,0.23957951062402655
0.027547960259447637,0.23976630254820033
0.02801604685972402,0.24213233358773512
0.028067110852481442,0.24246346472604322
0.02809796201477239,0.24266440755356353
0.0281373238425229,0.2427823317481177
0.02814902600752981,0.2428219542774879
0.028167111171631398,0.2428672371681967
0.02818413250255054,0.24296535009806575
0.028211792165294146,0.24305214230525762
0.028218175164388824,0.24307761393128133
0.028234132662125516,0.24315780238357815
0.028262856158051568,0.24328421712014023
0.02830540948534942,0.24345025438607248
0.028311792484444098,0.24348893352188625
0.02832668614899835,0.24354648052882868
0.028358601144471737,0.24368704616873726
0.02836392031038397,0.2437332724530025
