iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_criterion,param_class_weight,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,10000,0.08626715342203777,0.0027793622745213705,0.0035545825958251953,0.00011146895145088105,2,1,sqrt,12,gini,balanced,"{'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'criterion': 'gini', 'class_weight': 'balanced'}",0.6044141069397042,0.6340738473959384,0.6337674180468647,0.6240851241275024,0.013910072193401993,32,0.9214860388374101,0.8872042556875988,0.8934689332847878,0.9007197426032656,0.01490505151086626
0,10000,0.08451143900553386,0.005133391666226665,0.0035363038380940757,7.81465968430509e-05,5,20,log2,14,entropy,balanced,"{'min_samples_split': 5, 'min_samples_leaf': 20, 'max_features': 'log2', 'max_depth': 14, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.6743563212163896,0.6637757969967076,0.6636408734821919,0.6672576638984298,0.00501981094445206,19,0.8123941046957354,0.8162008626101261,0.8141007847788236,0.8142319173615618,0.0015568661407639555
0,10000,0.17295320828755698,0.002093500224126694,0.0036558310190836587,0.0001457352403550621,50,5,0.5,10,entropy,balanced,"{'min_samples_split': 50, 'min_samples_leaf': 5, 'max_features': 0.5, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.6970720696317965,0.6969743171260878,0.7029115229387785,0.6989859698988875,0.0027760720319473524,14,0.8554121275519447,0.8482490746152347,0.8604998864467941,0.8547203628713245,0.005025236406583885
0,10000,0.10034775733947754,0.0017354498144500688,0.003477176030476888,0.00015830830077841665,2,50,0.5,6,gini,,"{'min_samples_split': 2, 'min_samples_leaf': 50, 'max_features': 0.5, 'max_depth': 6, 'criterion': 'gini', 'class_weight': None}",0.7142579049063692,0.6993585973349885,0.7219516022542128,0.7118560348318569,0.009378617620635863,10,0.7628025853659022,0.7625847367433671,0.7699590487485717,0.7651154569526136,0.0034260911274112352
0,10000,0.1632352670033773,0.002392023985456819,0.0032769044240315757,0.00010866331982642888,2,2,,6,gini,balanced,"{'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': 6, 'criterion': 'gini', 'class_weight': 'balanced'}",0.7080874731386675,0.7005217093749978,0.710637871673586,0.7064156847290838,0.004295760877707107,12,0.7862005020886521,0.7805697610234431,0.7877104789782375,0.784826914030111,0.0030727318294319255
0,10000,0.06682181358337402,0.0009327701679771089,0.0043497880299886065,0.0013598903263954154,50,100,sqrt,16,gini,,"{'min_samples_split': 50, 'min_samples_leaf': 100, 'max_features': 'sqrt', 'max_depth': 16, 'criterion': 'gini', 'class_weight': None}",0.6534389728587681,0.6684031055869167,0.6699444184511073,0.6639288322989306,0.007444092720276337,22,0.7283607395569883,0.7260831331038812,0.733198226046582,0.7292140329024838,0.002966728731101881
0,10000,0.24877341588338217,0.0022283873780276774,0.002871433893839518,0.00030459746145167763,5,5,,16,gini,balanced,"{'min_samples_split': 5, 'min_samples_leaf': 5, 'max_features': None, 'max_depth': 16, 'criterion': 'gini', 'class_weight': 'balanced'}",0.656044747819492,0.6338251646008813,0.6400170881082531,0.6432956668428754,0.009362666233202633,29,0.9705384795199512,0.9712248179896242,0.9705103225271536,0.9707578733455765,0.0003303797607951586
0,10000,0.19431320826212564,0.006514474064413157,0.0028224786122639975,0.0002535859529246952,2,5,0.5,14,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 0.5, 'max_depth': 14, 'criterion': 'entropy', 'class_weight': None}",0.6823907037217618,0.6368108050232839,0.6627535646025224,0.6606516911158561,0.01866717610238785,23,0.9601040106816882,0.9562556370904316,0.9571420911093247,0.9578339129604815,0.0016454903888656286
0,10000,0.0926976203918457,0.0033460071852163672,0.0034658114115397134,5.6629752303314706e-05,20,10,sqrt,10,entropy,balanced,"{'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.6541152464019359,0.6215925031270733,0.681554099446571,0.6524206163251934,0.024508530305703095,26,0.8207010369978809,0.7870326175581387,0.784950460160849,0.7975613715722897,0.0163842796986014
0,10000,0.08586724599202473,0.005369569573686768,0.0035706361134847007,0.00013847739310845705,20,10,sqrt,16,gini,balanced,"{'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'max_depth': 16, 'criterion': 'gini', 'class_weight': 'balanced'}",0.6401294761363021,0.6669838954830523,0.6606697988838857,0.65592772350108,0.01146459532110156,24,0.8801154348889525,0.8709631217034295,0.8878702195001495,0.8796495920308439,0.006910149354550991
0,10000,0.07353711128234863,0.0057927515322260086,0.0031572182973225913,0.000496828216620905,2,50,log2,10,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 50, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': None}",0.6554331220542826,0.6814080401770114,0.6601328576914204,0.6656580066409048,0.011301019011756053,21,0.7405624074513675,0.7524720219927701,0.7346534644542416,0.7425626312994598,0.007410619396978908
0,10000,0.11005981763203938,0.005362199057125792,0.0027132034301757812,0.0003375655158606881,2,5,0.5,6,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 0.5, 'max_depth': 6, 'criterion': 'entropy', 'class_weight': None}",0.7008037632952309,0.6809063339417472,0.7038451136182026,0.6951850702850603,0.010172649167191619,15,0.7721154805712793,0.7596496164974638,0.7700376798376369,0.7672675923021267,0.005453101899683845
1,40000,0.6445464293162028,0.014915501112652059,0.00452272097269694,8.990231797478224e-05,50,5,0.5,10,entropy,balanced,"{'min_samples_split': 50, 'min_samples_leaf': 5, 'max_features': 0.5, 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced'}",0.7319561904183234,0.7258169588644894,0.7250883206461924,0.727620489976335,0.0030802004431837423,7,0.8208585286200849,0.8105951502679333,0.8244034905012405,0.8186190564630863,0.005855424360150855
1,40000,0.5248212019602457,0.0037739899491051926,0.005833069483439128,6.688234920891523e-05,2,5,0.5,8,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': 0.5, 'max_depth': 8, 'criterion': 'entropy', 'class_weight': None}",0.7364508168217597,0.7282607297607449,0.7258360549755922,0.7301825338526989,0.004541533550729452,5,0.787234104931583,0.7831090753047536,0.792131897495113,0.7874916925771499,0.0036880522064338325
1,40000,0.5779968897501627,0.009215118468262144,0.00561213493347168,9.394559319955923e-05,2,2,,6,gini,balanced,"{'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': 6, 'criterion': 'gini', 'class_weight': 'balanced'}",0.734968242696218,0.7366969907767192,0.7263127772643401,0.7326593369124258,0.00454285204150369,4,0.7556795294968549,0.7547365724043363,0.7588121186376082,0.7564094068462666,0.0017420409455142407
1,40000,0.7124435901641846,0.009716853542849416,0.003989219665527344,4.687740161243677e-05,2,20,,6,entropy,,"{'min_samples_split': 2, 'min_samples_leaf': 20, 'max_features': None, 'max_depth': 6, 'criterion': 'entropy', 'class_weight': None}",0.732085521208396,0.7280193301139494,0.7284036545869759,0.7295028353031071,0.0018329622998805822,6,0.754186035067189,0.7474274698131556,0.757214068496895,0.7529425244590798,0.004090975223872057
1,40000,0.30835485458374023,0.0005224014943264405,0.00562135378519694,7.343533059226814e-05,2,50,0.5,6,gini,,"{'min_samples_split': 2, 'min_samples_leaf': 50, 'max_features': 0.5, 'max_depth': 6, 'criterion': 'gini', 'class_weight': None}",0.7218167152479362,0.7115298478094595,0.725088264166524,0.7194782757413066,0.005776901592982386,8,0.7404209207168746,0.727339707408801,0.7515693418173073,0.739776656647661,0.009902191778780663
1,40000,0.8146878878275553,0.047117736191476016,0.004293600718180339,0.00014475317651054022,50,100,,12,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7367127108239937,0.7379136919316286,0.7361413691521065,0.7369225906359097,0.0007386109306396834,3,0.7952267417790395,0.7906463849787515,0.7962739441530969,0.7940490236369627,0.002443715829336217
2,160000,1.7764566739400227,0.00797251559725007,0.011001348495483398,0.00017492971156582023,2,2,,6,gini,balanced,"{'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': 6, 'criterion': 'gini', 'class_weight': 'balanced'}",0.7399855315836529,0.7417788703309462,0.7377179867473154,0.7398274628873048,0.0016616123002522931,2,0.745494782874494,0.746964151399137,0.7489304393352958,0.7471297912029756,0.0014074826790228601
2,160000,3.4921797116597495,0.010859670719345255,0.013428926467895508,8.974256050865484e-05,50,100,,12,entropy,,"{'min_samples_split': 50, 'min_samples_leaf': 100, 'max_features': None, 'max_depth': 12, 'criterion': 'entropy', 'class_weight': None}",0.7611928891602175,0.7615635604175921,0.7607078731794558,0.7611547742524217,0.0003503709672376379,1,0.8014185334747979,0.7987783534603129,0.8021202268549648,0.8007723712633584,0.0014387896879182022
